,Mean,2.5q,97.5q
a_subj(none).66,1.4063970041323663,1.3348817724751134,1.4877758480490522
a_subj(none).68,1.3505570009824805,1.2752386806735416,1.4250432731220897
a_subj(none).69,1.3358658331071689,1.255891386904187,1.4097734297014304
v(equal_friend),-2.152160798234061,-2.226740595954645,-2.0616725946696848
v(equal_self),1.803261452626226,1.7307032974646375,1.870352370086276
v(none_friend),-2.3077613678518043,-2.390463373733796,-2.2289665520987128
v(none_self),2.142149375069297,2.0595392624988085,2.222653056332472
v_std,0.035904902744934845,0.0027233029461165574,0.08755574224298876
v_subj(equal_friend).29,-2.155886229697078,-2.2712764465435917,-2.041018573826021
v_subj(equal_friend).30,-2.1466185943662457,-2.254210867096816,-2.0287304841854428
v_subj(equal_friend).31,-2.147441740256967,-2.2594963104792143,-2.0273190755498813
v_subj(equal_friend).32,-2.158298365702831,-2.281793763875681,-2.0406714565512765
v_subj(equal_friend).34,-2.154983755232069,-2.2682384216852167,-2.039233609800779
v_subj(equal_friend).35,-2.1589307016269483,-2.279861856592277,-2.041623897405277
v_subj(equal_friend).36,-2.1527872517219615,-2.2702834798172224,-2.0307977308881364
v_subj(equal_friend).37,-2.149886498961391,-2.264893316009562,-2.0312679534943
v_subj(equal_friend).38,-2.153074068602197,-2.2668913648925617,-2.034073192974715
v_subj(equal_friend).39,-2.152927771453422,-2.2639857716947858,-2.0345211369092686
v_subj(equal_friend).40,-2.165213173728227,-2.2944824162442785,-2.0503267266235525
v_subj(equal_friend).41,-2.1536524534148422,-2.2678575970447468,-2.0391451003228074
v_subj(equal_friend).42,-2.148374666693786,-2.258342585619129,-2.0281345133460906
v_subj(equal_friend).43,-2.149378661573588,-2.263288493108407,-2.032483116528333
v_subj(equal_friend).45,-2.15555244910733,-2.2710462062741925,-2.038027403326268
v_subj(equal_friend).46,-2.1451694343969687,-2.252383323029505,-2.0254927494392003
v_subj(equal_friend).47,-2.1432296851985457,-2.2495744721400976,-2.0211315517964055
v_subj(equal_friend).48,-2.151827614256256,-2.267166753105707,-2.0362894177887685
v_subj(equal_friend).49,-2.1496371480601493,-2.263302696595741,-2.0311077683624355
v_subj(equal_friend).50,-2.151529172219319,-2.2632211304952734,-2.0348616682097918
v_subj(equal_friend).51,-2.1384877979928585,-2.2452015155587333,-2.012713229512913
v_subj(equal_friend).52,-2.1497116813635375,-2.2617672335807972,-2.0321498591523555
v_subj(equal_friend).53,-2.143813739094155,-2.249858006467093,-2.022577068899221
v_subj(equal_friend).54,-2.141541608615229,-2.248333480383882,-2.0166096470136248
v_subj(equal_friend).56,-2.159349857015061,-2.2770224406371273,-2.0449726169205404
v_subj(equal_friend).57,-2.1633566848918284,-2.2886166578596323,-2.0463791026062106
v_subj(equal_friend).58,-2.1566876933696033,-2.276288327280005,-2.0402778860165496
v_subj(equal_friend).59,-2.1517337206199714,-2.26314106457474,-2.034215246209738
v_subj(equal_friend).60,-2.156249479118418,-2.272988498911485,-2.038248637405089
v_subj(equal_friend).61,-2.1610463219811904,-2.283918946010236,-2.044871249051742
v_subj(equal_friend).62,-2.157984638528875,-2.2730966341436663,-2.0405748405917556
v_subj(equal_friend).63,-2.1544518625814084,-2.2665737801371706,-2.0377518667475996
v_subj(equal_friend).64,-2.153898022013682,-2.267731700210097,-2.0366960019585996
v_subj(equal_friend).65,-2.149023491457507,-2.258929869597968,-2.02814488839346
v_subj(equal_friend).67,-2.148547321094073,-2.256135550120253,-2.0285159585093195
v_subj(equal_self).29,1.8023362029353276,1.690825829363975,1.9024744293589482
v_subj(equal_self).30,1.8105732312994411,1.7073416806076582,1.915594735702093
v_subj(equal_self).31,1.8034669240505379,1.6916718495662066,1.9009820408027869
v_subj(equal_self).32,1.8135247352689474,1.7071773153501981,1.929516095187663
v_subj(equal_self).34,1.805108305638864,1.696604488324584,1.9091116044898653
v_subj(equal_self).35,1.8138889409412846,1.7068808218377483,1.9250897540091905
v_subj(equal_self).36,1.8001007058847023,1.6829534100369041,1.9003041913868497
v_subj(equal_self).37,1.810193933403066,1.7019510963739166,1.9187826590715051
v_subj(equal_self).38,1.812524686754045,1.706676489531287,1.9247804570934637
v_subj(equal_self).39,1.7962462250538611,1.676880662477988,1.892751329831735
v_subj(equal_self).40,1.8184428081255624,1.7161734784636211,1.9370157016838843
v_subj(equal_self).41,1.7975094829717138,1.6747860521872793,1.8975887732228582
v_subj(equal_self).42,1.8020427531945542,1.6885318406827952,1.903509219495695
v_subj(equal_self).43,1.7939223270817237,1.6752195518543815,1.889115078837294
v_subj(equal_self).45,1.796037997905498,1.6721088316693005,1.8913249452638496
v_subj(equal_self).46,1.8112768115587816,1.7065836140503376,1.9184666609007686
v_subj(equal_self).47,1.7906939383555849,1.664895857129898,1.8847242604676044
v_subj(equal_self).48,1.8061956246293749,1.7001210006586192,1.9099817655037024
v_subj(equal_self).49,1.8085757858797482,1.703829624603641,1.913513527428348
v_subj(equal_self).50,1.7980451449350858,1.6815079800453678,1.8969232026562757
v_subj(equal_self).51,1.810130564152943,1.7025088118866265,1.9167559340895086
v_subj(equal_self).52,1.800173892468069,1.680793923470081,1.9026007025968197
v_subj(equal_self).53,1.8109595052841887,1.7091253540010798,1.9211798642778655
v_subj(equal_self).54,1.8084520046712929,1.6975856059214616,1.9182564542532883
v_subj(equal_self).56,1.791256185289144,1.6645753538027566,1.8878355257843003
v_subj(equal_self).57,1.8048082243448536,1.6945079426377974,1.90740300474964
v_subj(equal_self).58,1.8069941297952994,1.699925258978799,1.9094722150957693
v_subj(equal_self).59,1.803406125429074,1.6891629478785615,1.9063099705086
v_subj(equal_self).60,1.8103349474524169,1.7017545799678722,1.9174634587319461
v_subj(equal_self).61,1.7957350585720127,1.67739546422573,1.8937061590123516
v_subj(equal_self).62,1.7855822644335677,1.65026614938187,1.8773321972357029
v_subj(equal_self).63,1.8036155085292014,1.6935794969007958,1.903679465187278
v_subj(equal_self).64,1.7991893581780238,1.6824341920609063,1.8978078226718742
v_subj(equal_self).65,1.7944911815709443,1.6749399682989252,1.8891348904095708
v_subj(equal_self).67,1.7941794373472566,1.6735828004036757,1.8914931432819775
v_subj(none_friend).0,-2.3183073281007154,-2.4555708866921515,-2.2134554523519356
v_subj(none_friend).1,-2.3158472669932144,-2.4456033266842345,-2.213795369957855
v_subj(none_friend).2,-2.305608796965072,-2.4242460928427176,-2.197504308343999
v_subj(none_friend).3,-2.3082001064383024,-2.4276638728784423,-2.2006331230238976
v_subj(none_friend).4,-2.3056019128987333,-2.424329360213832,-2.197022423708325
v_subj(none_friend).5,-2.312562137266287,-2.442226965606594,-2.2088927035451587
v_subj(none_friend).6,-2.296891422565093,-2.407233502913286,-2.1770868125075027
v_subj(none_friend).7,-2.2992292691337504,-2.4136741106023307,-2.1853690739861604
v_subj(none_friend).8,-2.304091422061476,-2.421708649190036,-2.197862052184269
v_subj(none_friend).9,-2.310652769395232,-2.4358074515080106,-2.2049266108294914
v_subj(none_friend).10,-2.2925387800570483,-2.40191225636217,-2.1700213834046664
